7067	12338	University of Texas, Galveston
7067	12346	University of Texas, San Antonio
	7072	Southwest Research Institute
7072	133951	Southwest Research Institute, Boulder
7072	330869	Southwest Research Institute, Department of Space Science
7117	A1198	San Diego State University, Department of Astronomy
	7174	Texas State University San Marcos
	7179	Chevron Oil Co
	7180	UNAM, National Autonomous University of Mexico
7180	111296	UNAM, Institute of Astronomy
7180	124154	UNAM, Institute of Geophysics
7180	173085	UNAM, Center for Geosciences
7180	56075	UNAM, Center for Radioastronomy and Astrophysics
7180	87782	UNAM, Institute of Physical Sciences
7180	87792	UNAM, Institute of Physics
7180	87794	UNAM, Institute of Nuclear Sciences
	7202	National Oceanic and Atmospheric Administration, Washington
7202	114091	NCEI, National Centers for Environmental Information
7202	129423	NOAA Center for Satellite Applications and Research
7202	148449	NOAA National Geodetic Survey
7202	314450	CIRES, Cooperative Institute for Research in Environmental Sciences
7202	53841	NAOO, Great Lakes Environmental Research Laboratory
7202	96721	NAOO, Atlantic Oceanographic and Meteorological Laboratory
7202	A1153	National Oceanic and Atmospheric Administration, Boulder
7202	A1805	NOAA Pacific Marine Environmental Laboratory
7202	A1806	Joint Institute for the Study of the Atmosphere and Ocean
	7203	Santa Fe Institute
	7230	Skidmore College
	7235	University of Saskatchewan, Canada
7235	A1735	University of Saskatchewan, Institute of Space and Atmospheric Studies
7235	A1736	University of Saskatchewan, Department of Physics
	7254	Union College
	7259	University of Scranton
	7284	University of Washington
7284	189579	University of Washington, USGS School of Oceanography
7284	198855	University of Washington, Department of Physics
7284	312706	University of Washington, Department of Astronomy
7284	312733	University of Washington, Department of Earth and Space Sciences
7284	52576	University of Washington, Bothell
7284	A1186	University of Washington, Department of Atmospheric Sciences and Geophysics
7284	A1806	Joint Institute for the Study of the Atmosphere and Ocean
	7296	Susquehanna University
	7302	Texas Lutheran University
	7314	Sheffield Hallam University, UK
	7315	University of Sheffield, UK
7315	152815	University of Sheffield, Department of Physics and Astronomy
	7321	University of Sherbrooke, Canada
	7323	Austin College
	7326	Centenary College
	7334	John Brown University
	7374	New Mexico Institute of Mining and Technology
7374	A1174	New Mexico Institute of Mining and Technology, Department of Physics
	7397	Mount Holyoke College
7397	A1006	Mount Holyoke College, Department of Astronomy
7397	A1027	Five College Radio Astronomy Observatory
	7423	University of Southampton, UK
7423	152284	University of Southampton, School of Ocean and Earth Science
7423	152285	University of Southampton, School of Physics and Astronomy
7423	410476	University of Southampton, Aeronautics and Astronautics
7423	42254	National Oceanography Center, UK
7423	A1768	SEPnet, South-East Physics Network
	7471	Missouri State University
7471	A1103	Missouri State University, Department of Physics and Astronomy
	7473	Western New England University
	7474	Wittenberg University
	7486	Saint Andrews University
7486	150642	Saint Andrews University, School of Mathematics and Statistics
7486	150661	Saint Andrews University, School of Physics and Astronomy
7486	A1755	SUPA, Scottish Universities Physics Alliance
	7497	Brock University, Canada
	7501	Eastern University
	7506	College of Saint Benedict and Saint John's University
	7512	Memorial University of Newfoundland, Canada
7512	A1748	Memorial University of Newfoundland, Department of Earth Sciences
7512	A1749	Memorial University of Newfoundland, Department of Physics
	7547	Saint Louis University
7547	16260	Saint Louis University, Madrid
	7548	Washington University in Saint Louis
7548	366647	Washington University in Saint Louis, Department of Earth and Planetary Science
7548	A1102	Washington University in Saint Louis, Department of Physics
	7549	Webster University
	7569	Macalester College
	7570	University of Saint Thomas
	7573	Gustavus Adolphus College
	7575	Eckerd College
	7581	Stetson University
	7584	University of the Virgin Islands
	7598	Arkansas State University
	7604	Georgia Southern University
	7608	Statoil ASA
	7618	Oklahoma State University
7618	A1120	Oklahoma State University, Department of Physics
	7622	University of Stirling
	7644	Swedish Defence Research Agency
	7654	Royal Swedish Academy of Sciences 
	7655	KTH, Royal Institute of Technology 
7655	11267	AlbaNova University Center
7655	172280	NORDITA, Nordic Institute for Theoretical Physics 
7655	A3014	KTH, Department of Physics 
	7675	Stockholm University 
7675	11267	AlbaNova University Center
7675	132068	Stockholm University, Department of Physics 
7675	172280	NORDITA, Nordic Institute for Theoretical Physics 
7675	243047	Stockholm University, Department of Geological Sciences 
7675	A3010	Stockholm University, Department of Astronomy 
	7699	University of the Pacific
	7703	Staffordshire University, UK
	7709	University of the Highlands and Islands, UK
	7728	Laurentian University, Canada
	7759	University College of Swansea
	7761	Swarthmore College
7761	A1087	Swarthmore College, Department of Physics and Astronomy
	7762	Sweet Briar College
	7767	NERC, National Environment Research Council, UK
7767	1292	Scottish Association for Marine Science
7767	369307	NCAS, National Center for Atmospheric Science
7767	381666	NCEO, National Center for Earth Observation
7767	41819	British Geological Survey
7767	41820	British Antarctic Survey
7767	41865	Center for Ecology and Hydrology
7767	42254	National Oceanography Center, UK
7767	61564	Plymouth Marine Laboratory, UK
	7788	Macquarie University
7788	117653	Macquarie University, Department of Earth and Planetary Sciences
7788	217003	Macquarie University, Department of Physics and Astronomy
7788	A1662	CCFS, Centre of Excellence for Core to Crust Fluid Systems
	7800	University of New South Wales
7800	155101	UNSW@ADFA
7800	194360	University of New South Wales, Institute of Environmental Studies
7800	A1663	University of New South Wales, Centre for Climate Change Research
7800	A1665	University of New South Wales, Department of Astrophysics and Optics
7800	A1667	University of New South Wales, School of Physics
	7812	University of Puget Sound
	7822	Florida A&M University
	7823	Florida State University
7823	A1062	Florida State University, Department of Physics
	7831	University of South Florida
	7832	University of Tampa
	7839	Tampere University of Technology
	7856	Fairleigh Dickinson University
	7864	Arizona State University
7864	200398	Arizona State University, Department of Chemistry and Biochemistry
7864	271919	Arizona State University, Department of Physics and Astronomy
7864	A1163	Arizona State University, School of Earth and Space Exploration
7864	A1164	Arizona State University, Department of Geological Sciences
	7871	Indiana State University
	7890	Lakehead University, Canada
	7911	NEC Corporation
	7923	University of Toledo, Ohio
7923	A1326	University of Toledo, Ohio, Department of Physics and Astronomy
	7932	University of Southern Queensland
	7938	University of Toronto
7938	194389	University of Toronto, Department of Physics
7938	226216	CITA, Canadian Institute for Theoretical Astrophysics
7938	233829	University of Toronto, Department of Astronomy and Astrophysics
7938	33530	University of Toronto, Scarborough
7938	71637	University of Toronto, Mississauga
7938	A1730	Mont Megantic Observatory
	7962	Royal Ontario Museum
	7964	Seneca College, Canada
	7983	Ontario Ministry of Northern Development and Mines
	7991	York University
7991	A1733	York University, Department of Physics and Astronomy
7991	A1734	York University, Center for Research in Space and Terrestrial Science
	8001	James Cook University
	8002	Australian Institute of Marine Sciences
	8016	University of Tromso
8016	A1303	University of Tromso, Auroral Observatory
	8018	University of Trondheim
	8024	Rensselaer Polytechnic Institute
8024	A1030	RPI, Department of Applied Physics and Astronomy
8024	A1031	RPI, Department of Physics, Applied Physics and Astronomy
	8041	University of Arizona
8041	124300	University of Arizona, Department of Planetary Sciences
8041	164485	University of Arizona, Department of Chemistry and Biochemistry
8041	165915	University of Arizona, Department of Hydrology and Water Resources
8041	242727	University of Arizona, Department of Astronomy and Steward Observatory
8041	A1159	University of Arizona, College of Optical Sciences
8041	A1160	University of Arizona, Department of Geosciences
8041	A1417	ICRA, International Center for Relativistic Astrophysics
	8050	University of Tulsa
	8058	University of Turku
8058	226341	Vaisala Institute for Space Physics and Astronomy
8058	226342	Tuorla Observatory
8058	226343	University of Turku, Department of Physics and Astronomy
8058	226344	University of Turku, Space Research Laboratory
	8063	University of Alabama
8063	14843	University of Alabama, Huntsville
8063	9968	University of Alabama, Birmingham
8063	A1098	University of Alabama, Department of Physics and Astronomy
8063	A1099	University of Alabama, Huntsville, Department of Physics
	8075	Umea University 
8075	325191	Umea University, Department of Physics 
8075	A3017	Swedish Institute of Space Physics, Umea 
	8080	Saginaw Valley State University
	8082	Pennsylvania State University
8082	183843	Pennsylvania State University, School of Engineering
8082	250667	Pennsylvania State University, Department of Geosciences
8082	43312	Pennsylvania State University, Erie Behrend College
8082	52463	Pennsylvania State University, Worthington Scranton
8082	52469	Pennsylvania State University, Lehigh Valley
8082	52491	Pennsylvania State University, Wilkes-Barre
8082	52527	Pennsylvania State University, Berks
8082	97485	Pennsylvania State University, Department of Earth Sciences
8082	A1010	Pennsylvania State University, Department of Astronomy
8082	A1011	Pennsylvania State University, Department of Physics
	8083	University of Mississippi
	8087	Montclair State University
	8089	Geological Survey of Sweden 
	8097	Uppsala University 
8097	111166	Uppsala University, Department of Physics and Astronomy 
8097	111167	Uppsala Astronomical Observatory 
8097	325013	Swedish Institute of Space Physics, Uppsala 
8097	A3013	Uppsala University, Department of Earth Sciences 
	8099	Brookhaven National Laboratory
	8101	University of Illinois
8101	14589	University of Illinois, Urbana-Champaign
8101	14681	University of Illinois, Chicago
8101	14682	University of Illinois, Springfield
	8125	Universiteit Utrecht
8125	201225	Universiteit Utrecht, Department of Physics and Astronomy
8125	367844	Universiteit Utrecht, Department of Earth Sciences
8125	84481	Universiteit Utrecht, Faculty of Geosciences
	8142	Valparaiso University
	8166	University of British Columbia, Canada
8166	175064	University of British Columbia, Department of Earth Sciences
8166	233825	University of British Columbia, Department of Physics and Astronomy
8166	97950	University of British Columbia, Okanagan
	8177	Malardalens University
	8191	University of South Dakota
	8205	University of Victoria, Canada
8205	A1742	University of Victoria, Department of Physics and Astronomy
8205	A1743	University of Victoria, School of Earth and Ocean Sciences
	8210	Villanova University
8210	A1019	Villanova University, Department of Astronomy and Astrophysics
	8225	Wageningen Universiteit
	8233	Whitman College
	8243	Bentley University
	8244	Brandeis University
8244	A1015	Brandeis University, Department of Physics
	8264	Smithsonian Institution
8264	53588	National Museum of Natural History
8264	53590	Smithsonian Institution Air and Space Museum
8264	61814	Harvard Smithsonian Center for Astrophysics
8264	A1032	Smithsonian Astrophysical Observatory
8264	A1033	Whipple Observatory, Mt. Hopkins
	8315	University of the District of Columbia
	8358	American Association for the Advancement of Science
	8363	American University
	8365	Catholic University
8365	A1073	Catholic University, Department of Physics
8365	A1074	Catholic University, Institute for Astrophysics and Computational Sciences
8365	A1075	Catholic University at NASA GSFC
	8366	Gallaudet University
	8367	George Washington University
	8368	Georgetown University
	8369	Howard University
	8371	Universities Space Research Association
8371	96587	Lunar and Planetary Institute, Houston
8371	A1802	Stratospheric Observatory for Infrared Astronomy
	8381	U.S. Department of the Navy
8381	32722	US Naval Academy
8381	41487	U.S. Department of the Navy, Naval Research Laboratory
8381	A1048	US Naval Observatory
8383	1074	United States Department of Energy
	8383	Executive Office of the President
	8386	Library of Congress
	8388	US National Research Council
	8430	University of Waterloo, Canada
8430	153528	University of Waterloo, Department of Earth and Environmental Sciences
8430	153530	University of Waterloo, Department of Physics and Astronomy
	8431	Wilfred Laurier University, Canada
	8439	Colby College
	8452	Southwestern Oklahoma State University
	8456	Wellesley College
	8486	National Institute of Water and Atmospheric Research
	8491	Victoria University of Wellington
8491	428627	Victoria University of Wellington, School of Chemical and Physical Sciences
8491	A1650	Victoria University of Wellington, Institute of Geophysics
8491	A1651	Victoria University of Wellington, Department of Physics
	8506	Bigelow Laboratory for Ocean Sciences
	8510	West Chester University of Pennsylvania
	8517	University of Hartford
	8522	Purdue University
8522	A1096	Purdue University, Department of Physics
8522	A1097	Purdue University, Department of Earth and Atmospheric Sciences
	8544	Regis College
	8551	Eastman Kodak Co
	8560	Wheaton College, Massachusetts
	8562	Wheeling Jesuit University
	8604	William and Mary College
	8605	Shepherd University
	8606	Lycoming College
	8609	Williams College
8609	226622	Williams College, Department of Astronomy
8609	226623	Williams College, Weston Observatory
	8637	University of Windsor, Canada
	8664	University of Manitoba, Canada
8664	A1745	University of Manitoba, Department of Physics and Astronomy
	8665	University of Winnepeg, Canada
	8676	Wake Forest University
	8678	Rollins College
	8689	Acadia University, Canada
	8691	University of Wollongong
	8704	College of Wooster
	8716	Clark University
	8717	College of the Holy Cross
	8718	Worcester Polytechnic Institute
	8748	University of York, UK
8748	152543	University of York, Department of Physics
	8752	York College
	8759	Eastern Michigan University
8783	158085	University of California, Los Angeles, Department of Atmospheric and Oceanic Sciences
8783	158087	University of California, Los Angeles, Department of Earth and Space Sciences
8783	158089	University of California, Los Angeles, Department of Physics and Astronomy
8783	A1199	University of California, Los Angeles, Institute of Geophysics and Planetary Physics
8784	209674	University of California, San Diego, Department of Chemistry
8784	70015	University of California, San Diego, Scripps Institution of Oceanography
8784	A1196	University of California, San Diego, Center for Astrophysics and Space Science
8784	A1197	University of California, San Diego, Department of Physics
8786	166608	University of California, Santa Barbara, Department of Earth Science
8786	A1195	University of California, Santa Barbara, Department of Physics and Astronomy
8786	A1228	Las Cumbres Observatory Global Telescope
8787	207028	University of California, Santa Cruz, Department of Earth and Planetary Sciences
8787	A1192	University of California, Santa Cruz, Department of Astronomy and Astrophysics
8787	A1193	University of California, Santa Cruz, Department of Physics
8788	A1194	University of California, Irvine, Department of Physics and Astronomy
8789	173250	University of California, Davis, Department of Chemistry
8789	198844	University of California, Davis, Department of Earth and Planetary Sciences
8789	240464	University of California, Davis, Department of Physics
8790	A1191	University of California, Riverside, Department of Physics and Astronomy
	8796	National University of Ireland
8796	8795	University College Cork
8796	8797	University College Dublin
8796	8798	National University of Ireland Maynooth
8796	8799	National University of Ireland Galway
	8807	Waterford Institute of Technology
	8808	University of Limerick
	8809	University of Dublin Trinity College
	8816	Galway Mayo Institute of Technology, Ireland
	8818	Dublin City University
	8819	Dublin Institute of Technology
	8820	Dublin Institute for Advanced Studies
8820	138761	Dublin Institute for Advanced Studies, School of Cosmic Physics
8820	311644	Dublin Institute for Advanced Studies, Theoretical Physics
8820	371196	Dublin Institute for Advanced Studies, Geophysics
8820	374585	Dublin Institute for Advanced Studies, Astronomy and Astrophysics
8820	82905	Dunsink Observatory
	8822	Cork Institute of Technology
	8849	Saint Patrick's College Maynooth, Ireland
	9142	Ruhr University, Bochum
9142	153606	Ruhr University, Bochum, Department of Physics and Astronomy
9142	153648	Ruhr University, Bochum, Department of Geophysics
9142	229942	Ruhr University, Bochum, Institute for Experimental Physics
9142	234292	Ruhr University, Bochum, Institute for Theoretical Physics
9142	54216	Ruhr University, Bochum, Astronomical Institute
	9144	Ruprecht-Karls University of Heidelberg
9144	226226	University of Heidelberg, Department of Physics and Astronomy
9144	237039	University of Heidelberg, Center for Astronomy
9144	54273	University of Heidelberg, Institute of Geosciences
9144	68209	University of Heidelberg, Institute of Physical Chemistry
	9147	University of Regensburg
	9149	University of Stuttgart
9149	235740	University of Stuttgart, Institute for Theoretical Physics
9149	235782	University of Stuttgart, Department of Physics
9149	240102	University of Stuttgart, Institute for Space Sciences
9149	357847	University of Stuttgart, Institute for Geophysics
9149	84988	University of Stuttgart, Institute for Geodesy
9149	A1501	Black Forest Observatory
	9151	Helmholtz Association of German Research Centers
9151	120139	DLR, German Aerospace Center, Braunschweig
9151	14930	DLR, German Aerospace Center, Cologne
9151	163162	German Space Agency, Bonn
9151	249093	Helmholtz Research Center, Julich
9151	277411	Helmholtz Research Center, Heidelberg
9151	28332	DESY, Deutsches Electronen-Synchrotron
9151	28337	Helmholtz Center for Geosciences, Potsdam
9151	28338	GKSS, Helmoltz Institute for Coastal Research
9151	28339	Helmholtz Institute for Heavy Ion Research, Darmstadt
9151	28342	Helmholtz Research Center, Leipzig
9151	28402	Institute for Marine Research, Kiel
9151	28414	Helmholtz Research Center, Dresden
9151	305200	DLR, German Aerospace Center, Neustrelitz
9151	401635	Helmholtz Research Center, Hamburg
9151	54363	Helmholtz Institute for Planetary Research, Berlin
9151	84547	DLR, German Aerospace Center, Berlin
9151	84597	Alfred Wegener Institute for Polar and Marine Research
9151	84646	DLR, German Aerospace Center, Stuttgart
9151	88767	DLR, German Aerospace Center, Gottingen
9151	88789	DLR, German Aerospace Center, Wessling
9151	A1481	Helmholtz Research Center, Munich
9151	A1499	DLR, German Aerospace Center, Bremen
9151	A1504	Central Institute for Earth Physics
9151	A1505	Helmholtz Research Center, Mainz
	9163	Max Planck Society for the Advancement of Science
9163	233528	Max-Planck-Institute for Environmental Science, Garching
9163	28264	Max-Planck-Institute for Mathematics, Bonn
9163	28266	Max-Planck-Institute for Radioastronomy, Bonn
9163	28267	Max-Planck-Institute for Marine Microbiology, Bremen
9163	28269	Max-Planck-Institute for Physics of Complex Systems, Dresden
9163	28270	Max-Planck-Institute for Chemical Physics of Solids, Dresden
9163	28273	Max-Planck-Institute for Biophysics, Frankfurt
9163	28278	Max-Planck-Institute for Astrophysics, Garching
9163	28279	Max-Planck-Institute for Extraterrestrial Physics, Garching
9163	28280	Max-Planck-Institute for Plasma Physics, Garching
9163	28281	Max-Planck-Institute for Quantum Optics, Garching
9163	28282	Max-Planck-Institute for Biophysical Chemistry, Gottingen
9163	28283	Max-Planck-Institute for Dynamic and Self-Organization, Gottingen
9163	28289	Max-Planck-Institute for Meteorology, Hamburg
9163	28292	Albert Einstein Institute, Hannover
9163	28294	Max-Planck-Institute for Astronomy, Heidelberg
9163	28297	Max-Planck-Institute for Nuclear Physics, Heidelberg
9163	28301	Max-Planck-Institute for Solar System Research, Lindau
9163	28306	Max-Planck-Institute for Mathematics in the Sciences, Leipzig
9163	28309	Max-Planck-Institute for Chemistry, Mainz
9163	28311	Max-Planck-Institute for Biochemistry, Martinsried
9163	28314	Max-Planck-Institute for Coal Research, Ruhr
9163	28317	Max-Planck-Institute for Physics, Munich
9163	28320	Max-Planck-Institute for Gravitational Physics, Potsdam
9163	28325	Max-Planck-Institute for Intelligent Systems, Tubingen
9163	28326	Max-Planck-Institute for Solid State Research, Stuttgart
9163	A1477	Max-Planck Research Group on Dust in Star Forming Regions
	9165	RWTH Aachen University 
9165	234291	RWTH Aachen University, Department of Physics
	9166	Free University of Berlin
9166	145013	Free University of Berlin, Department of Geosciences
9166	194002	Free University of Berlin, Institute for Meteorology
9166	240407	Free University of Berlin, Department of Physics
9166	A1417	ICRA, International Center for Relativistic Astrophysics
	9167	University of Bielefeld
	9168	University of Bremen
9168	229938	University of Bremen, Department of Physics
9168	240372	University of Bremen, Department of Geosciences
9168	371038	University of Bremen, Center for Marine Environmental Sciences
9168	68204	University of Bremen, Center for Applied Space Technology and Microgravity
	9169	Technical University of Dresden
9169	153788	Technical University of Dresden, Institute for Physics
9169	234060	Technical University of Dresden, Institute for Planetary Geodesy
	9170	Heinrich Heine University of Dusseldorf
	9171	Friedrich Alexander University of Erlangen-Nuremberg
9171	374148	University of Erlangen-Nuremberg, Astronomical Institute
9171	54231	University of Erlangen-Nuremberg, Department of Physics
9171	54357	University of Erlangen-Nuremberg, GeoCenter
	9173	Goethe University of Frankfurt
9173	124117	University of Frankfurt, Department of Geosciences
9173	236209	University of Frankfurt, Institute for Applied Physics
9173	426449	University of Frankfurt, Department of Physics
9173	54239	University of Frankfurt, Institute for Nuclear Physics
9173	A1475	University of Frankfurt, Institute for Theoretical Physics
9173	A1476	University of Frankfurt, Institute for Advanced Studies
	9174	Albert Ludwigs University of Freiburg
9174	234494	University of Freiburg, Institute for Geosciences
9174	236182	University of Freiburg, Institute for Physics
	9176	Martin Luther University of Halle
	9178	University of Kassel
	9179	Christian Albrecths University of Kiel
9179	243411	University of Kiel, Institute for Geosciences
9179	28402	Institute for Marine Research, Kiel
9179	A1496	University of Kiel, Institute for Theoretical Physics and Astrophysics
9179	A1497	University of Kiel, Institute for Experimental and Applied Physics
9179	A1498	University of Kiel, Institute for Pure and Applied Nuclear Physics
	9180	University of Leipzig
9180	399752	University of Leipzig, Department of Physics and Geosciences
	9182	Johannes Gutenberg University of Mainz
9182	54298	University of Mainz, Institute for Geophysics
9182	54302	University of Mainz, Institute for Nuclear Physics
9182	54303	University of Mainz, Institute for Physics
	9183	Ludwig-Maximilians University of Munich
9183	130455	University of Munich, Department of Physics
9183	88809	University of Munich, Department of Geosciences
9183	A1474	University of Munich, Institute of Astronomy and Astrophysics
9183	A1478	Excellence Cluster Universe
	9184	Munich University of Technology
9184	84665	Munich University of Technology, Department of Physics
9184	A1478	Excellence Cluster Universe
9184	A1479	Munich University of Technology, Institute for Astronomical and Physical Geodesy
9184	A1482	DGFI, German Geodetics Research Institute
	9185	Wilhelms University of Munster
9185	123967	University of Munster, Institute for Nuclear Physics
9185	234061	University of Munster, Institute for Planetology
9185	68212	University of Munster, Institute for Physics
9185	72112	University of Munster, Institute for Geophysics
9185	A1494	University of Munster, Institute for Astronomy
	9186	University of Osnabruck
	9187	University of Rostock
9187	28388	Leibniz Institute for Atmospheric Physics
9187	28389	Leibniz Institute for Baltic Sea Research
	9188	Eberhard Karls University of Tubingen
9188	54348	University of Tubingen, Theoretical Astrophysics
9188	68216	University of Tubingen, Institute for Applied Physics
9188	68217	University of Tubingen, Astronomical Institute
9188	68218	University of Tubingen, Institute of Physics
9188	88815	University of Tubingen, Department of Geophysics
	9189	University of Ulm
	9190	Julius-Maximilians University of Wurzburg
9190	130459	University of Wurzburg, Department of Physics and Astronomy
	9191	University of Lubeck
	9275	Justus Liebig University of Giessen
	9289	ISS, Italian National Institute of Health
	9294	Technical University of Marche
	9295	University of Bari
9295	117063	CNR, Italian National Research Council, Bari
9295	274275	University of Bari, Department of Physics
	9296	University of Bologna
9296	119634	INAF, Astronomical Observatory of Bologna
9296	224925	University of Bologna, Department of Physics and Astronomy
9296	321184	IRA, Institute of Radioastronomy, Bologna
	9297	University of Brescia
	9298	University of Catania
9298	315036	University of Catania, Department of Physics and Astronomy
9298	53294	INAF, Astronomical Observatory of Catania
	9299	University of Ferrara
9299	198795	University of Ferrara, Department of Physics
9299	A1417	ICRA, International Center for Relativistic Astrophysics
	9300	University of Florence
9300	119636	CNR, Italian National Research Council, Florence
9300	154991	University of Florence, Department of Physics
9300	56860	INAF, Astronomical Observatory of Arcetri
9300	A1386	University of Florence, Department of Astronomy and Space Science
	9301	G. D'Annunzio University of Chieti-Pescara
9301	A1398	IRSPS, International Research School of Planetary Sciences
9301	A1417	ICRA, International Center for Relativistic Astrophysics
	9302	University of Genoa
9302	276249	University of Genoa, Department of Physics
	9303	University of L'Aquila
9303	201850	University of L'Aquila, Department of Physics
	9304	University of Milan
9304	117007	CNR, Italian National Research Council, Milan
9304	150787	University of Milan, Department of Physics
9304	53284	INAF, Astronomical Observatory of Brera, Milan
9304	87972	University of Milan, Department of Earth Sciences
9304	A1383	IASF, Institute for Cosmic Physics, Milan
	9305	University of Milan-Bicocca
9305	331097	University of Milan-Bicocca, Department of Physics
	9306	University of Modena and Reggio Emilia
	9307	University of Naples Federico II
9307	154931	University of Naples Federico II, Department of Physics
9307	53291	INAF, Astronomical Observatory of Capodimonte
9307	98793	University of Naples Federico II, Complesso Universitario di Monte Sant'Angelo
	9308	University of Padua
9308	117059	CNR, Italian National Research Council, Padua
9308	224983	INAF, Astronomical Observatory of Padua
9308	228710	University of Padua, Department of Physics and Astronomy
	9309	University of Perugia
9309	225037	University of Perugia, Department of Physics
9309	A1392	University of Perugia, Astronomical Observatory
	9310	University of Pisa
9310	117066	ISTI, Institute of Science and Information Technology, Pisa
9310	419161	University of Pisa, Department of Physics
	9311	Sapienza University, Rome
9311	124238	Sapienza University, Department of Earth Sciences
9311	154899	Sapienza University, Department of Physics
9311	154900	Sapienza University, Department of Chemistry
9311	246694	IAPS, Institute of Astrophysics and Planetary Space Science, Rome
9311	312480	Sapienza University, Department of Aerospace Sciences
9311	A1375	Sapienza University, Astronomy Institute
9311	A1411	IGAG, Institute of Environmental Geology and Geoengineering, Rome
9311	A1417	ICRA, International Center for Relativistic Astrophysics
	9312	University of Sassari
	9313	University of Siena
9313	154896	University of Siena, Department of Physics and Earth Sciences
	9314	University of Torino
9314	111640	CNR, Italian National Research Council, Torino
9314	274286	University of Torino, Department of Physics
9314	56869	INAF, Astronomical Observatory of Torino
	9315	University of Trieste
9315	18473	ICTP, Abdus Salam International Center for Theoretical Physics
9315	243302	University of Trieste, Department of Physics and Astronomy
9315	53287	INAF, Astronomical Observatory of Trieste
	9316	University of Udine
	9317	Campus Bio-Medico University
	9318	Tor Vergata University, Rome
9318	96981	CNR, Italian National Research Council, Tor Vergata
9318	A1377	Tor Vergata University, Department of Physics
9318	A1378	Tor Vergata University, Department of Astronomy
	9327	CNR, Italian National Research Council
9327	111640	CNR, Italian National Research Council, Torino
9327	117007	CNR, Italian National Research Council, Milan
9327	117059	CNR, Italian National Research Council, Padua
9327	117060	IFSI, Institute of the Physics of Interplanetary Space, Rome
9327	117063	CNR, Italian National Research Council, Bari
9327	117064	IGG, Institute of Geosciences and Georesources, Pavia
9327	117066	ISTI, Institute of Science and Information Technology, Pisa
9327	119634	INAF, Astronomical Observatory of Bologna
9327	119636	CNR, Italian National Research Council, Florence
9327	124224	ISMAR, Italian National Research Council, Venice
9327	124228	ISAC, Institute of Atmospheric Sciences and Climate, Bologna
9327	124247	CNR, Italian National Research Council, Perugia
9327	231873	CNR, Italian National Research Council, Genoa
9327	246694	IAPS, Institute of Astrophysics and Planetary Space Science, Rome
9327	246694	IASF, Institute for Astrophysics and Space Physics, Rome
9327	321184	IRA, Institute of Radioastronomy, Bologna
9327	366607	INFM, Italian National Institute for Material Physics
9327	368062	CNR, Italian National Research Council, Venice
9327	368728	IPCF, Institute for Chemical Physics Processes, Rende
9327	428768	CSCC, Institute of Crystallography
9327	56859	CNR, Italian National Research Council, Bologna
9327	56860	INAF, Astronomical Observatory of Arcetri
9327	96974	CNR, Institute for Applied Mathematics, Rome
9327	96981	CNR, Italian National Research Council, Tor Vergata
9327	96982	IMAA, Institute for Advanced Methods of Environmental Studies, Potenza
9327	A1379	Interuniversity Consortium for Space Physics
9327	A1380	TeSRE, Institute for Technologies and Study of Extraterrestrial Radiation, Bologna
9327	A1383	IASF, Institute for Cosmic Physics, Milan
9327	A1384	CSFNSM, Sicilian Center for Nuclear Physics, Catania
9327	A1406	IAS, Laboratory for Space Plasmas, Frascati
9327	A1410	IMIP, Institute of Inorganic Methodologies and Plasmas, Rome
9327	A1411	IGAG, Institute of Environmental Geology and Geoengineering, Rome
	9370	University of Parma
	9373	Humboldt University of Berlin
9373	234383	University of Berlin, Institute for Physics
9373	54206	Museum of Natural History, Berlin
	9374	Rheinische Friedrich Wilhelms University of Bonn
9374	234384	University of Bonn, Department of Physics and Astronomy
9374	234385	University of Bonn, Bethe Center for Physics
9374	240406	University of Bonn, Helmholtz Institute for Radiation and Nuclear Physics
9374	243270	University of Bonn, Institute for Applied Physics
9374	54217	University of Bonn, Argelander Institute for Astronomy
	9375	Georg August University of Gottingen
9375	229941	University of Gottingen, Institute for Astrophysics
9375	232031	University of Gottingen, Center for Geophysics
9375	236201	University of Gottingen, Institute for Physics
	9376	Otto von Guericke University of Magdeburg
	9377	Philipps University of Marburg 
	9378	Friedrich Schiller University of Jena
9378	232660	University of Jena, Department of Physics and Astronomy
9378	232661	University of Jena, Astrophysical Institute
9378	399410	University of Jena, Institute for Geosciences
	9379	University of Saarland
	9917	National Physical Laboratory, UK
	9980	Atomic Energy of Canada
	10209	Royal Dutch Institute for Sea Research
	10236	Anglo American Plc
10236	347078	Anglo American Research Laboratories
	10627	WHOI, Woods Hole Oceanographic Institute
10627	A1803	MIT/WHOI Joint Program in Oceanography
	10645	Emmanuel College
	10647	Olin College of Engineering
	10648	New College of Florida
	10684	Metropolitan State University of Denver
	10691	Palomar College
	10833	National Institute of Standards and Technology
10833	A1219	National Institute of Standards and Technology, Boulder
	10939	US Nuclear Regulatory Commission
	10953	National Science Foundation
10953	212145	AUI, Associated Universities, Inc.
	11233	Carl von Ossietzky University of Oldenuerg
	11239	United Arab Emerites University
	11240	Diego Portales University, Chile
	11248	Chalmers University of Technology 
11248	376165	Chalmers University, Department of Earth and Space Sciences 
11248	69666	Onsala Space Observatory 
11248	A3011	Chalmers University, Department of Astronomy and Astrophysics 
	11303	Norwegian Polar Institute
	11321	CSC, IT Centre for Science
	11341	American University in Cairo
	11361	UK Atomic Energy Authority
	11365	Met Office, UK
	11377	Irish Meteorological Service
	11381	Geological Survey of Ireland
